年分,標號,月標號,月份,2015,2014,企業完整名稱,統一編號,產業類別,所有權,股票代碼,所屬國家,地區,地址,聯絡信箱,聯絡電話,CSR網址,CSR報告網址,CSR社群媒體,報告書名稱,報告書類別,負責單位,出版次數,頁數,資訊揭露期間,上一次報告的出版年份?yyyy?,"報告週期?1, 2, 3, 4, 5?",報告框架,GRI行業補充指南,驗證單位,依循選項,保證標準,保證等級,"是否有指標對照表?0, 1, NA?",國家數量?#?,據點數量?#?, 男性總人數?#? , 女性總人數?#? ,工會,基金會,基金會_1,強制,編製狀態,食品相關產業
2016,144,11,11,0,0,宜進實業股份有限公司,7669338,紡織纖維,上市,1457,台灣,台北,台北市內湖區瑞光路607號7樓,,,http://www.yijinn.com.tw/our-responsibilities,http://www.yijinn.com.tw/our-responsibilities,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,1,32,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,1,N/A,219,106,0,0,,0,自願,0
2016,145,12,11,0,0,融程電訊股份有限公司,96930209,電腦及週邊,上市,3416,台灣,新北,新北市三重區興德路111-6號9樓,sales@winmate.com.tw,02-6635-5758,http://www.winmate.com.tw/responsibility_tw.asp,http://www.winmate.com.tw/responsibility_tw.asp?showblock=Company,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,4,38,2015.01~2015.12,2014,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,1,1,,,0,0,0,0,自願,0
2016,146,13,11,1,0,寶成工業股份有限公司,58711014,其他,上市,9904,台灣,台中,臺中市臺灣大道四段600號,ir@pouchen.com,04-2461-5678 ,http://www.pouchen.com/index.php/csr,http://www.pouchen.com/index.php/csr/csr-reports,,2015年度企業社會責任報告書,企業社會責任報告,未註明負責單位,2,89,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,10,N/A,"91,905","323,390",0,0,,傳產,強制,0
2016,147,14,11,1,0,台塑勝高科技股份有限公司,89406518,半導體,上市,3532,台灣,台北,台北市敦化北路201號7樓388室,info@fstech.com.tw,02-2712-2211 #6111,http://www.fstech.com.tw/csr/index.html,http://www.fstech.com.tw/csr/csr.html,0,2015企業社會責任報告書,企業社會責任報告,其他單位,2,84,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,2,N/A,"1,149",73,1,1,台塑集團有七個基金會,0,自願,0
2016,148,15,11,1,0,國泰建設股份有限公司,3374306,建材營造,上市,2501,台灣,台北,台北市大安區敦化南路二段218號2樓,csr@cathy-red.com.tw,02-23779968 #5800,http://www.cathay-red.com.tw/CSR/index.asp,http://www.cathay-red.com.tw/CSR/download.asp,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,109,2015.01~2015.12,2015,1,GRI G4,建築與不動產,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,1,4,89,48,0,1,財團法人國泰建設文化教育基金會,服務,強制,0
2016,149,16,11,1,1,精英電腦股份有限公司,22449566,電腦及週邊,上市,2331,台灣,台北,台北市內湖區堤頂大道二段239號,axlender.lin@ecs.com.tw,02?2162?1177?#25414,http://www.ecs.com.tw/ECSWebSite/Finance/Finance_Detail.aspx?MenuID=246&childid=M_125&LanID=1,N/A,0,2015精英電腦社會責任報告書,企業社會責任報告,未註明負責單位,7,47,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,N/A,N/A,,,0,0,N/A,0,自願,0
2016,150,17,11,1,0,瀚宇彩晶股份有限公司,16450500,光電業,上市,6116,台灣,台北,台北市內湖區行善路168巷15號4樓,service@hannstar.com,02-5555-0077 #1860,http://www.hannstar.com/Common.aspx?mid=150&tmid=6&modid=1,http://www.hannstar.com/Common.aspx?mid=24&tmid=6&modid=1,0,2015瀚宇彩晶企業社會責任報告書,企業社會責任報告,企業社會責任單位,7,67,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,2,N/A,"1,772","1,438",1,0,0,科技,自願,0
2016,151,18,11,1,1,中華電信股份有限公司,96979933,通信網路業,上市,2412,台灣,台北,台北市信義路一段21-3號,chtscr@cht.com.tw,(02)-2344-4000,http://www.cht.com.tw/csr/cm.html,http://www.cht.com.tw/csr/rpt_down/anr-2015.html,0,2015中華電信企業社會責任報告書,企業社會責任報告,企業社會責任單位,9,122,2015.01~2015.12,2015,1,GRI G4+IR,電信業補充指引,SGS,Comprehensive（全面）,AA1000,AA 1000第2類型 中度保證等級,1,1,N/A,"16,603","6,538",0,0,N/A,服務,自願,0
2016,152,19,11,1,1,台灣中油股份有限公司,3707901,塑膠工業,未上市櫃,1328,台灣,台北,台北市信義區松仁路3號,cytseng@cpc.com.tw,886-2-87258282,http://new.cpc.com.tw/csr/Home/,http://new.cpc.com.tw/csr/report/,0,2016台灣中油永續報告報告書,企業永續報告/永續發展報告,企業社會責任單位,8,106,2015.01~2015.12,2015,1,GRI G4,石油與天然氣,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,11,N/A,"12,874","1,811",0,0,N/A,0,自願,0
2016,153,20,11,1,0,南亞電路板股份有限公司,16096804,電子零組件,上市,8046,台灣,台北,台北市敦化北路201-36號3Ｆ,jameshan@nanyapcb.com.tw,02-2712-2211,http://www.nanyapcb.com.tw/nypcb/chinese/SocialResponsibility/CSRPolicy.aspx,http://www.nanyapcb.com.tw/nypcb/chinese/SocialResponsibility/CSRReport.aspx,,2015南雅電路板股份有限公司社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,4,108,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,2,3,"4,257","2,084",1,0,N/A,0,自願,0
2016,154,21,11,1,0,友訊科技股份有限公司,22099189,通信網路業,上市,2332,台灣,台北,台北市內湖區新湖三路289號,N/A,N/A,http://www.dlinktw.com.tw/about/dlink/7,http://www.dlinktw.com.tw/about/dlink/7,https://www.facebook.com/dlinktw,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,2,81,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,66,184,"1,535","1,067",0,1,友訊科技慈善基金會,0,自願,0
2016,155,22,11,1,1,華亞科技股份有限公司,80353271,半導體,上市,3474,台灣,桃園,桃園市龜山區,csr@inotera.com,886-3-3272988,http://www.inotera.com/Chinese/CSR ,,, 2015企業社會責任報告書,企業社會責任報告,品牌/公共關係,3,84,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,1,"2,274","1,172",0,0,,科技,自願,0
2016,156,23,11,1,0,永豐金融控股股份有限公司,80333183,金融業,上市,2890,台灣,台北,台北市中山區八德路二段306號3樓及6至13樓, mchang@sinopac.com,02-2381-6288,http://www.sinopac.com/corp_sr/corp_sr_index.asp,http://www.sinopac.com/corp_sr/corp_download.asp,na,企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,88,2015.01~2015.12,2014,1,GRI G4,金融財務,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,5,NA,539,688,1,0,0,金融,強制,0
2016,157,24,11,1,0,?邦實業股份有限公司,23531297,化學工業,上櫃,6506,台灣,南投,南投縣南投市南崗工業區永興路3號,nitalin@sbinet.com.tw,04-9225-7450,http://www.sbinet.com.tw/archive/file/SBI_CSR_2015.pdf,http://www.sbinet.com.tw/archive/file/CSR.html,0,2015 企業社會責任報告書,企業社會責任報告,未註明負責單位,2,52,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,2,204,77,0,0,0,傳產,強制,0
2016,158,25,11,0,0,聯傑國際股份有限公司,84149759,半導體,上市,3094,台灣,新竹,新竹市科學園區力行六路6號,chiang_hsuma@davicom.com.tw,03-579-8797,http://tw.davicom.com.tw/page1.aspx?no=281964,0,0,聯傑國際2015企業社會責任報告書,企業社會責任報告,企業社會責任單位,1,80,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,11,15,68,19,0,0,0,0,自願,0
2016,159,26,11,1,1,新光金融控股股份有限公司,80328219,金融業,上市,2888,台灣,台北,台北市中正區忠孝西路一段66號38樓,skfh-pa@skfh.com.tw,02-2389-5858,http://www.skfh.com.tw/skfh_resource/leap_do/gallery/1476864910123_7e74c.pdf,http://www.skfh.com.tw/abc8fa8914.html?,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,5,120,2015.01~2015.12,2015,1,GRI G4,金融財務,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,4,422,"4,049","10,697",0,1,新光人壽慈善基金會,金融,自願,0
2016,160,27,11,0,0,精材科技股份有限公司,16741846,半導體,上櫃,3374,台灣,桃園,桃園市中壢區吉林路23號9樓,Xintec_sales@xintec.com.tw,03-433-1818,http://www.xintec.com.tw/chi/CSR_Message_from_Chairman.aspx,http://www.xintec.com.tw/chi/CSR_CSR_Policy_Reports.aspx,0,企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,76,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,1,824,"1,156",0,0,0,0,自願,0
2016,161,28,11,1,0,南亞塑膠工業股份有限公司,75370905,塑膠工業,上市,1303,台灣,台北,台北市敦化北路201號,kaichang@fpg.com.tw,886-2-27122211,http://www.npc.com.tw/j2npc/zhtw/csr_summary.jsp,http://www.npc.com.tw/j2npc/zhtw/csr_summary.jsp,N/A,"2015南亞塑膠工業股份有限公司
社會責任報告書",企業社會責任報告,企業社會責任委員會,2,156,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,3,27,"9,855","1,760",1,1,"金車原住民文教基金會
勤勞社福慈善事業基金會
慶寶公益信託
王長庚公益信託
王詹樣公益信託
明德基金會
王詹樣社福基金會",傳產,強制,0
2016,162,29,11,1,0,明安國際企業股份有限公司,22532826,其他,上櫃,8938,台灣,高雄,高雄市小港區中林路26號,elle.chen@adgroup.com.tw,07-872-1410,http://www.adgroup.com.tw/interweb/cht/fi_report/2015/2015-%E6%98%8E%E5%AE%89%E5%9C%8B%E9%9A%9BCSR%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf,http://www.adgroup.com.tw/interweb/cht/main11-6.aspx,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,86,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,10,610,446,1,0,0,0,自願,0
2016,163,30,11,1,0,信昌化學工業股份有限公司,86120031,化學工業,上市,4725,台灣,台北,台北市中山北路二段113號九樓,N/A,02-2563-3228,http://www.tpcc.com.tw/operations.html?index=4&lang=tw,http://www.tpcc.com.tw/operations.html?index=4&lang=tw,N/A,TPCC2015信昌化學工業企業社會責任報告書,企業社會責任報告,未註明負責單位,2,55,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,1,2,166,13,1,0,0,傳產,強制,0
2016,164,31,11,1,0,裕隆日產汽車股份有限公司,80032530,汽車工業,上市,2227,台灣,苗栗,苗栗縣三義鄉西湖村伯公坑39號之2,angel.kuo@yulon-nissan.com.tw,03-7875881 #1640,http://new.nissan.com.tw/nissan/brand/csr,http://new.nissan.com.tw/nissan/brand/csr,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,84,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,N/A,N/A,308,123,0,0,0,0,自願,0
2016,165,32,11,1,0,胡連精密股份有限公司,20759430,電子零組件,上市,6279,台灣,新北,新北市汐止區環河街68號,0,02-2694-0551,http://www.hulane.com.tw/tc/p3-news.asp?Class1=aBWXaB39,http://www.hulane.com.tw/tc/p3-news.asp?Class1=aBWXaB39,0,胡連精密企業社會責任報告書,企業社會責任報告,未註明負責單位,4,50,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,N/A,858,591,0,0,0,0,自願,0
2016,166,33,11,1,0,亞洲聚合股份有限公司,20747385,塑膠工業,上市,1308,台灣,台北,台北市內湖區基湖路37號12樓,csr-apc@apc.com.rw,02-87516888 #3204,http://www.apc.com.tw/zh-tw/dirCSR/frmCSR.aspx,http://www.apc.com.tw/zh-tw/dirCSR/frmCSR5D.aspx,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,96,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,2,219,21,1,1,財團法人台聚教育基金會,0,自願,0
2016,167,34,11,1,0,聯華實業股份有限公司,11996904,食品工業,上市,1229,台灣,台北,台北市南港區南港路一段209號A洞10號,info@1hic.com.tw,02-27861188,http://www.lhic.com.tw/respon.html,http://www.lhic.com.tw/respon-5.html,0,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,2,121,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,KPMG,Core(核心）,ISAE 3000,有限確信 Limited,1,1,2,166,91,0,0,0,食品,強制,1
2016,168,35,11,1,0,光隆實業股份有限公司,33111800,其他,上櫃,8916,台灣,台北,台北市敦化南路二段105號16樓,kl.888@klf-group.com,02-2709-2550,http://www.klf-group.com/chinese/02_csr/01_detail.php,http://www.klf-group.com/chinese/02_csr/01_detail.php,0,"2015光隆實業股份有限公司企業永續報告書
Kwong Lung Enterprise Co., Ltd.
Corporate Sustainability Reports",企業社會責任報告,企業社會責任單位,2,64,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,5,5,"1,397","4,234",0,0,0,0,自願,0
2016,169,36,11,1,0,致伸科技股份有限公司,28006928,電腦及週邊,上市,4915,台灣,台北,台北市內湖區瑞光路669號,CSR@primax.com.tw,02-2798-1020,http://www.primax.com.tw/download/2015CSRReport.pdf,http://www.primax.com.tw/promise.htm,0,2015CSR Report Primax,企業社會責任報告,企業社會責任單位,2,102,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 高度保證等級,1,5,8,445,642,0,0,0,0,自願,0
2016,170,37,11,1,1,無敵科技股份有限公司,23163259,其他電子業,上市,8201,台灣,台北,台北市內湖區瑞光路513巷36號10樓,ericsun@besta.com.tw ,02-8797-2999 #1622,http://www.besta.com.tw/zh-tw/Page/responsibility,0,0,企業社會責任報告書,企業社會責任報告,企業社會責任單位,3,54,2015.01~2015.12,2015,1,GRI G3.1,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,2,4,,,0,0,0,0,自願,0
2016,171,38,11,0,0,雷科股份有限公司,22837088,電子零組件,上櫃,6207,台灣,高雄,高雄市前鎮區新生路248之39號,lasertek@lasertek.com.tw,07-815-9877,http://www.lasertek.com.tw/website/home/index.php?au_id=7&sub_id=1,http://www.lasertek.com.tw/website/home/index.php?au_id=7&sub_id=5,,CSR基礎揭露報告,其他報告,行政管理/公共事務,1,16,2014.01~2015.12,第一次出版,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,3,6,159,99,0,0,,0,自願,0
2016,172,39,11,1,0,南亞科技股份有限公司,89390656,半導體,上市,2408,台灣,桃園,桃園市龜山區華亞科技園區復興三路669號,sandraliu@ntc.com.tw,03-3281688 #6006,http://www.nanya.com/PageEdition2.aspx?Menu_ID=19&lan=zh-tw&def=140&isPrint=&KeyWords=,http://www.nanya.com/PageEdition1.aspx?Menu_ID=20&lan=zh-tw&def=160&isPrint=&KeyWords=,0,南亞科技股份有限公司2015年企業社會責任報告書,企業社會責任報告,企業社會責任單位,4,95,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,6,19,"1,601",804,1,0,0,科技,自願,0
2016,173,40,11,1,1,漢翔航空工業股份有限公司,97160544,航運業,上市,2634,台灣,台中,台中市西屯區漢翔路1號,c s r @ m s . a i d c . c o m . t w,04-2702-0001 #2799,http://www.aidc.com.tw/tw/cse,http://www.aidc.com.tw/tw/cse/report,N/A,2015年漢翔企業社會責任報告書,企業社會責任報告,其他單位,4,109,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,1,4,"2,960",807,1,0,,0,自願,0
2016,174,41,11,1,0,奇鋐科技股份有限公司,86427715,電腦及週邊,上市,3017,台灣,新北,新北市新莊區五權二路24號之3,CSR@avc.co,N/A,http://www.avc.co/zh-tw/CorporateResponsibility/CSR,http://www.avc.co/zh-tw/CorporateResponsibility/CorporateCSR,N/A,2015奇鋐科技 社會責任報告,企業社會責任報告,企業社會責任委員會,3,57,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,N/A,N/A,,,0,0,N/A,0,自願,0
2016,175,42,11,0,0,和勤精機股份有限公司,86985605,電機機械,上市,1586,台灣,彰化,彰化縣埔鹽鄉南新村好金路47之4號,service@cftc.tw,04-865-5701,http://www.cftc.tw/economic.asp,,,和勤精機2016企業永續報告書,企業永續報告/永續發展報告,人力資源相關單位,1,63,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,3,4,109,30,0,0,N/A,0,自願,0
2016,176,43,11,1,0,美琪瑪國際股份有限公司,86688957,化學工業,上櫃,4721,台灣,桃園,桃園縣觀音鄉草漯村大同一路15號,Nick@mechema.com,03-483-3788,http://www.mechema.com/wordpress/?page_id=449,http://www.mechema.com/wordpress/?page_id=449,N/A,2015年度企業社會責任報告,企業社會責任報告,行政管理/公共事務,2,61,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,6,9,28,15,0,0,0,傳產,強制,0
2016,177,44,11,0,0,尖點科技股份有限公司,96912835,其他電子業,上市,8021,台灣,新北,新北市樹林區佳園路三段203號,CSR@topoint.tw,02-2680-5868 #821,http://www.topoint.tw/download/2015CS%E5%A0%B1%E5%91%8A%E6%9B%B8_%E5%B0%96%E9%BB%9E%E7%A7%91%E6%8A%80.pdf,http://www.topoint.tw/Pages/CSR/CSR_6,,2015企業社會責任報告書,企業社會責任報告,永續發展委員會,1,137,2015.01~2015.12,第一次出版,1,GRI G4,無使用補充指南,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,4,17,194,171,0,0,0,0,自願,0
2016,178,45,11,1,0,太子建設開發股份有限公司,72058206,建材營造,上市,2511,台灣,台南,臺南市東區中華東路1段398號8樓,0,02-27589599,http://www.prince.com.tw/stakeholder_csr.asp,http://www.prince.com.tw/stakeholder_csr3.asp,0,企業社會責任報告書,企業社會責任報告,企劃/市場行銷,2,84,2015.01~2015.12,2015,1,GRI G4,建築與不動產,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,3,222,147,0,0,0,服務,強制,0
2016,179,46,11,1,0,龍巖股份有限公司,22415496,其他,上櫃,5530,台灣,新北,新北市汐止區東勢街111號,janet@lungyenggroup.com.tw,886-2-66159999,http://www.lungyengroup.com.tw/Page/corporate-social-responsibility,http://www.lungyengroup.com.tw/Page/corporate-social-responsibility,0,2015 企業社會責任報告書,企業社會責任報告,行政管理/公共事務,5,40,2015.01~2015.12,2015,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,N/A,N/A,238,224,0,1,龍巖慈善基金會,0,自願,0
